date,category,value,unit
2022-06,wagyu_calf_male,662700,円/頭
2022-07,adult_beef_cow,737400,円/頭
2022-07,adult_dairy_cow,500300,円/頭
2022-07,beef_crossbred_fattened,10120,円/10kg
2022-07,beef_culled_dairy,3245,円/10kg
2022-07,beef_female_wagyu,15840,円/10kg
2022-07,beef_holstein_fattened_male,7265,円/10kg
2022-07,beef_steer_wagyu_young,15720,円/10kg
2022-07,calf_cross,155700,円/頭
2022-07,calf_fattening_crossbred,338100,円/頭
2022-07,calf_fattening_holstein_male,213200,円/頭
2022-07,calf_holstein_female,182000,円/頭
2022-07,calf_holstein_male,84830,円/頭
2022-07,milk,1033,円/10kg
2022-07,wagyu_calf_female,556100,円/頭
2022-07,wagyu_calf_male,658200,円/頭
2022-08,adult_beef_cow,609800,円/頭
2022-08,adult_dairy_cow,467100,円/頭
2022-08,beef_crossbred_fattened,10010,円/10kg
2022-08,beef_culled_dairy,2871,円/10kg
2022-08,beef_female_wagyu,15480,円/10kg
2022-08,beef_holstein_fattened_male,7201,円/10kg
2022-08,beef_steer_wagyu_young,16020,円/10kg
2022-08,calf_cross,102600,円/頭
2022-08,calf_fattening_crossbred,305100,円/頭
2022-08,calf_fattening_holstein_male,194600,円/頭
2022-08,calf_holstein_female,159900,円/頭
2022-08,calf_holstein_male,38600,円/頭
2022-08,milk,1027,円/10kg
2022-08,wagyu_calf_female,538700,円/頭
2022-08,wagyu_calf_male,637100,円/頭
2022-09,adult_beef_cow,699500,円/頭
2022-09,adult_dairy_cow,443500,円/頭
2022-09,beef_crossbred_fattened,10000,円/10kg
2022-09,beef_culled_dairy,2997,円/10kg
2022-09,beef_female_wagyu,15340,円/10kg
2022-09,beef_holstein_fattened_male,7187,円/10kg
2022-09,beef_steer_wagyu_young,16260,円/10kg
2022-09,calf_cross,79300,円/頭
2022-09,calf_fattening_crossbred,337700,円/頭
2022-09,calf_fattening_holstein_male,167600,円/頭
2022-09,calf_holstein_female,148100,円/頭
2022-09,calf_holstein_male,17300,円/頭
2022-09,milk,1046,円/10kg
2022-09,wagyu_calf_female,528700,円/頭
2022-09,wagyu_calf_male,626600,円/頭
2022-10,adult_beef_cow,671600,円/頭
2022-10,adult_dairy_cow,418600,円/頭
2022-10,beef_crossbred_fattened,9986,円/10kg
2022-10,beef_culled_dairy,2941,円/10kg
2022-10,beef_female_wagyu,15950,円/10kg
2022-10,beef_holstein_fattened_male,7064,円/10kg
2022-10,beef_steer_wagyu_young,16440,円/10kg
2022-10,calf_cross,79030,円/頭
2022-10,calf_fattening_crossbred,333200,円/頭
2022-10,calf_fattening_holstein_male,144000,円/頭
2022-10,calf_holstein_female,166300,円/頭
2022-10,calf_holstein_male,19470,円/頭
2022-10,milk,1054,円/10kg
2022-10,wagyu_calf_female,532800,円/頭
2022-10,wagyu_calf_male,622200,円/頭
2022-11,adult_beef_cow,595600,円/頭
2022-11,adult_dairy_cow,403900,円/頭
2022-11,beef_crossbred_fattened,10160,円/10kg
2022-11,beef_culled_dairy,2892,円/10kg
2022-11,beef_female_wagyu,16090,円/10kg
2022-11,beef_holstein_fattened_male,7394,円/10kg
2022-11,beef_steer_wagyu_young,16650,円/10kg
2022-11,calf_cross,83730,円/頭
2022-11,calf_fattening_crossbred,352500,円/頭
2022-11,calf_fattening_holstein_male,138700,円/頭
2022-11,calf_holstein_female,150600,円/頭
2022-11,calf_holstein_male,22910,円/頭
2022-11,milk,1091,円/10kg
2022-11,wagyu_calf_female,551200,円/頭
2022-11,wagyu_calf_male,649600,円/頭
2022-12,adult_beef_cow,694700,円/頭
2022-12,adult_dairy_cow,433700,円/頭
2022-12,beef_crossbred_fattened,10480,円/10kg
2022-12,beef_culled_dairy,2610,円/10kg
2022-12,beef_female_wagyu,16120,円/10kg
2022-12,beef_holstein_fattened_male,7442,円/10kg
2022-12,beef_steer_wagyu_young,16730,円/10kg
2022-12,calf_cross,74110,円/頭
2022-12,calf_fattening_crossbred,356800,円/頭
2022-12,calf_fattening_holstein_male,138500,円/頭
2022-12,calf_holstein_female,156800,円/頭
2022-12,calf_holstein_male,20400,円/頭
2022-12,milk,1074,円/10kg
2022-12,wagyu_calf_female,553500,円/頭
2022-12,wagyu_calf_male,661000,円/頭
2023-01,adult_beef_cow,704100,円/頭
2023-01,adult_dairy_cow,462800,円/頭
2023-01,beef_crossbred_fattened,10410,円/10kg
2023-01,beef_culled_dairy,2571,円/10kg
2023-01,beef_female_wagyu,15630,円/10kg
2023-01,beef_holstein_fattened_male,7235,円/10kg
2023-01,beef_steer_wagyu_young,16800,円/10kg
2023-01,calf_cross,63670,円/頭
2023-01,calf_fattening_crossbred,371200,円/頭
2023-01,calf_fattening_holstein_male,138200,円/頭
2023-01,calf_holstein_female,188000,円/頭
2023-01,calf_holstein_male,18940,円/頭
2023-01,milk,1078,円/10kg
2023-01,wagyu_calf_female,530800,円/頭
2023-01,wagyu_calf_male,647800,円/頭
2023-02,adult_beef_cow,799100,円/頭
2023-02,adult_dairy_cow,515400,円/頭
2023-02,beef_crossbred_fattened,9716,円/10kg
2023-02,beef_culled_dairy,2638,円/10kg
2023-02,beef_female_wagyu,15470,円/10kg
2023-02,beef_holstein_fattened_male,7208,円/10kg
2023-02,beef_steer_wagyu_young,16420,円/10kg
2023-02,calf_cross,75740,円/頭
2023-02,calf_fattening_crossbred,342300,円/頭
2023-02,calf_fattening_holstein_male,137200,円/頭
2023-02,calf_holstein_female,209700,円/頭
2023-02,calf_holstein_male,33410,円/頭
2023-02,milk,1081,円/10kg
2023-02,wagyu_calf_female,527300,円/頭
2023-02,wagyu_calf_male,647000,円/頭
2023-03,adult_beef_cow,639500,円/頭
2023-03,adult_dairy_cow,496000,円/頭
2023-03,beef_crossbred_fattened,9571,円/10kg
2023-03,beef_culled_dairy,2846,円/10kg
2023-03,beef_female_wagyu,15240,円/10kg
2023-03,beef_holstein_fattened_male,7170,円/10kg
2023-03,beef_steer_wagyu_young,16450,円/10kg
2023-03,calf_cross,90960,円/頭
2023-03,calf_fattening_crossbred,335600,円/頭
2023-03,calf_fattening_holstein_male,140400,円/頭
2023-03,calf_holstein_female,222900,円/頭
2023-03,calf_holstein_male,55050,円/頭
2023-03,milk,1067,円/10kg
2023-03,wagyu_calf_female,528900,円/頭
2023-03,wagyu_calf_male,656200,円/頭
2023-04,adult_beef_cow,667700,円/頭
2023-04,adult_dairy_cow,472600,円/頭
2023-04,beef_crossbred_fattened,10040,円/10kg
2023-04,beef_culled_dairy,2991,円/10kg
2023-04,beef_female_wagyu,15520,円/10kg
2023-04,beef_holstein_fattened_male,7253,円/10kg
2023-04,beef_steer_wagyu_young,17350,円/10kg
2023-04,calf_cross,101200,円/頭
2023-04,calf_fattening_crossbred,331900,円/頭
2023-04,calf_fattening_holstein_male,147100,円/頭
2023-04,calf_holstein_female,233100,円/頭
2023-04,calf_holstein_male,53630,円/頭
2023-04,milk,1126,円/10kg
2023-04,wagyu_calf_female,531000,円/頭
2023-04,wagyu_calf_male,646700,円/頭
2023-05,adult_beef_cow,772100,円/頭
2023-05,adult_dairy_cow,443900,円/頭
2023-05,beef_crossbred_fattened,9998,円/10kg
2023-05,beef_culled_dairy,3137,円/10kg
2023-05,beef_female_wagyu,15040,円/10kg
2023-05,beef_holstein_fattened_male,6967,円/10kg
2023-05,beef_steer_wagyu_young,16100,円/10kg
2023-05,calf_cross,108600,円/頭
2023-05,calf_fattening_crossbred,325800,円/頭
2023-05,calf_fattening_holstein_male,150700,円/頭
2023-05,calf_holstein_female,231500,円/頭
2023-05,calf_holstein_male,63790,円/頭
2023-05,milk,1128,円/10kg
2023-05,wagyu_calf_female,491400,円/頭
2023-05,wagyu_calf_male,601700,円/頭
2023-06,adult_beef_cow,422800,円/頭
2023-06,adult_dairy_cow,413500,円/頭
2023-06,beef_crossbred_fattened,9858,円/10kg
2023-06,beef_culled_dairy,3099,円/10kg
2023-06,beef_female_wagyu,14880,円/10kg
2023-06,beef_holstein_fattened_male,6953,円/10kg
2023-06,beef_steer_wagyu_young,15500,円/10kg
2023-06,calf_cross,125700,円/頭
2023-06,calf_fattening_crossbred,319800,円/頭
2023-06,calf_fattening_holstein_male,155000,円/頭
2023-06,calf_holstein_female,203800,円/頭
2023-06,calf_holstein_male,73540,円/頭
2023-06,milk,1136,円/10kg
2023-06,wagyu_calf_female,481000,円/頭
2023-06,wagyu_calf_male,587800,円/頭
2023-07,adult_beef_cow,521200,円/頭
2023-07,adult_dairy_cow,417700,円/頭
2023-07,beef_crossbred_fattened,9785,円/10kg
2023-07,beef_culled_dairy,3511,円/10kg
2023-07,beef_female_wagyu,14690,円/10kg
2023-07,beef_holstein_fattened_male,6816,円/10kg
2023-07,beef_steer_wagyu_young,15480,円/10kg
2023-07,calf_cross,124700,円/頭
2023-07,calf_fattening_crossbred,318600,円/頭
2023-07,calf_fattening_holstein_male,163500,円/頭
2023-07,calf_holstein_female,203100,円/頭
2023-07,calf_holstein_male,69070,円/頭
2023-07,milk,1140,円/10kg
2023-07,wagyu_calf_female,466000,円/頭
2023-07,wagyu_calf_male,563000,円/頭
2023-08,adult_beef_cow,520100,円/頭
2023-08,adult_dairy_cow,395500,円/頭
2023-08,beef_crossbred_fattened,9699,円/10kg
2023-08,beef_culled_dairy,3287,円/10kg
2023-08,beef_female_wagyu,14400,円/10kg
2023-08,beef_holstein_fattened_male,6875,円/10kg
2023-08,beef_steer_wagyu_young,15430,円/10kg
2023-08,calf_cross,98730,円/頭
2023-08,calf_fattening_crossbred,310100,円/頭
2023-08,calf_fattening_holstein_male,166800,円/頭
2023-08,calf_holstein_female,165200,円/頭
2023-08,calf_holstein_male,47100,円/頭
2023-08,milk,1175,円/10kg
2023-08,wagyu_calf_female,445400,円/頭
2023-08,wagyu_calf_male,560600,円/頭
2023-09,adult_beef_cow,507100,円/頭
2023-09,adult_dairy_cow,395500,円/頭
2023-09,beef_crossbred_fattened,9937,円/10kg
2023-09,beef_culled_dairy,3284,円/10kg
2023-09,beef_female_wagyu,14340,円/10kg
2023-09,beef_holstein_fattened_male,6859,円/10kg
2023-09,beef_steer_wagyu_young,15280,円/10kg
2023-09,calf_cross,70170,円/頭
2023-09,calf_fattening_crossbred,302000,円/頭
2023-09,calf_fattening_holstein_male,163800,円/頭
2023-09,calf_holstein_female,165900,円/頭
2023-09,calf_holstein_male,31180,円/頭
2023-09,milk,1202,円/10kg
2023-09,wagyu_calf_female,421700,円/頭
2023-09,wagyu_calf_male,526800,円/頭
2023-10,adult_beef_cow,488800,円/頭
2023-10,adult_dairy_cow,402400,円/頭
2023-10,beef_crossbred_fattened,9778,円/10kg
2023-10,beef_culled_dairy,3309,円/10kg
2023-10,beef_female_wagyu,14500,円/10kg
2023-10,beef_holstein_fattened_male,6826,円/10kg
2023-10,beef_steer_wagyu_young,15320,円/10kg
2023-10,calf_cross,63160,円/頭
2023-10,calf_fattening_crossbred,309400,円/頭
2023-10,calf_fattening_holstein_male,163100,円/頭
2023-10,calf_holstein_female,168200,円/頭
2023-10,calf_holstein_male,40330,円/頭
2023-10,milk,1221,円/10kg
2023-10,wagyu_calf_female,418400,円/頭
2023-10,wagyu_calf_male,528500,円/頭
2023-11,adult_beef_cow,586600,円/頭
2023-11,adult_dairy_cow,408900,円/頭
2023-11,beef_crossbred_fattened,10030,円/10kg
2023-11,beef_culled_dairy,2940,円/10kg
2023-11,beef_female_wagyu,14950,円/10kg
2023-11,beef_holstein_fattened_male,6854,円/10kg
2023-11,beef_steer_wagyu_young,15150,円/10kg
2023-11,calf_cross,70280,円/頭
2023-11,calf_fattening_crossbred,332500,円/頭
2023-11,calf_fattening_holstein_male,163200,円/頭
2023-11,calf_holstein_female,174600,円/頭
2023-11,calf_holstein_male,52460,円/頭
2023-11,milk,1215,円/10kg
2023-11,wagyu_calf_female,447400,円/頭
2023-11,wagyu_calf_male,570800,円/頭
2023-12,adult_beef_cow,637500,円/頭
2023-12,adult_dairy_cow,439400,円/頭
2023-12,beef_crossbred_fattened,10870,円/10kg
2023-12,beef_culled_dairy,2921,円/10kg
2023-12,beef_female_wagyu,15870,円/10kg
2023-12,beef_holstein_fattened_male,6806,円/10kg
2023-12,beef_steer_wagyu_young,16480,円/10kg
2023-12,calf_cross,75520,円/頭
2023-12,calf_fattening_crossbred,362900,円/頭
2023-12,calf_fattening_holstein_male,163100,円/頭
2023-12,calf_holstein_female,218800,円/頭
2023-12,calf_holstein_male,56570,円/頭
2023-12,milk,1206,円/10kg
2023-12,wagyu_calf_female,473600,円/頭
2023-12,wagyu_calf_male,586500,円/頭
2024-01,adult_beef_cow,487400,円/頭
2024-01,adult_dairy_cow,596300,円/頭
2024-01,beef_crossbred_fattened,10510,円/10kg
2024-01,beef_culled_dairy,3190,円/10kg
2024-01,beef_female_wagyu,15350,円/10kg
2024-01,beef_holstein_fattened_male,6758,円/10kg
2024-01,beef_steer_wagyu_young,16620,円/10kg
2024-01,calf_cross,60580,円/頭
2024-01,calf_fattening_crossbred,349500,円/頭
2024-01,calf_fattening_holstein_male,168600,円/頭
2024-01,calf_holstein_female,255700,円/頭
2024-01,calf_holstein_male,43030,円/頭
2024-01,milk,1209,円/10kg
2024-01,wagyu_calf_female,469100,円/頭
2024-01,wagyu_calf_male,576700,円/頭
2024-02,adult_beef_cow,619500,円/頭
2024-02,adult_dairy_cow,640200,円/頭
2024-02,beef_crossbred_fattened,10300,円/10kg
2024-02,beef_culled_dairy,3266,円/10kg
2024-02,beef_female_wagyu,15310,円/10kg
2024-02,beef_holstein_fattened_male,6733,円/10kg
2024-02,beef_steer_wagyu_young,16590,円/10kg
2024-02,calf_cross,77590,円/頭
2024-02,calf_fattening_crossbred,363400,円/頭
2024-02,calf_fattening_holstein_male,169300,円/頭
2024-02,calf_holstein_female,311300,円/頭
2024-02,calf_holstein_male,43070,円/頭
2024-02,milk,1210,円/10kg
2024-02,wagyu_calf_female,479800,円/頭
2024-02,wagyu_calf_male,593900,円/頭
2024-03,adult_beef_cow,678700,円/頭
2024-03,adult_dairy_cow,660500,円/頭
2024-03,beef_crossbred_fattened,10390,円/10kg
2024-03,beef_culled_dairy,3312,円/10kg
2024-03,beef_female_wagyu,15310,円/10kg
2024-03,beef_holstein_fattened_male,6665,円/10kg
2024-03,beef_steer_wagyu_young,16510,円/10kg
2024-03,calf_cross,93000,円/頭
2024-03,calf_fattening_crossbred,339300,円/頭
2024-03,calf_fattening_holstein_male,167700,円/頭
2024-03,calf_holstein_female,306700,円/頭
2024-03,calf_holstein_male,46650,円/頭
2024-03,milk,1188,円/10kg
2024-03,wagyu_calf_female,488900,円/頭
2024-03,wagyu_calf_male,625400,円/頭
2024-04,adult_beef_cow,525800,円/頭
2024-04,adult_dairy_cow,637800,円/頭
2024-04,beef_crossbred_fattened,10820,円/10kg
2024-04,beef_culled_dairy,3526,円/10kg
2024-04,beef_female_wagyu,14970,円/10kg
2024-04,beef_holstein_fattened_male,6485,円/10kg
2024-04,beef_steer_wagyu_young,16320,円/10kg
2024-04,calf_cross,103000,円/頭
2024-04,calf_fattening_crossbred,339200,円/頭
2024-04,calf_fattening_holstein_male,167400,円/頭
2024-04,calf_holstein_female,276100,円/頭
2024-04,calf_holstein_male,48720,円/頭
2024-04,milk,1208,円/10kg
2024-04,wagyu_calf_female,492100,円/頭
2024-04,wagyu_calf_male,629800,円/頭
2024-05,adult_beef_cow,551700,円/頭
2024-05,adult_dairy_cow,490100,円/頭
2024-05,beef_crossbred_fattened,10770,円/10kg
2024-05,beef_culled_dairy,3683,円/10kg
2024-05,beef_female_wagyu,14400,円/10kg
2024-05,beef_holstein_fattened_male,6429,円/10kg
2024-05,beef_steer_wagyu_young,16090,円/10kg
2024-05,calf_cross,129000,円/頭
2024-05,calf_fattening_crossbred,327000,円/頭
2024-05,calf_fattening_holstein_male,173600,円/頭
2024-05,calf_holstein_female,247000,円/頭
2024-05,calf_holstein_male,73990,円/頭
2024-05,milk,1214,円/10kg
2024-05,wagyu_calf_female,458700,円/頭
2024-05,wagyu_calf_male,574200,円/頭
2024-06,adult_beef_cow,529200,円/頭
2024-06,adult_dairy_cow,432800,円/頭
2024-06,beef_crossbred_fattened,10210,円/10kg
2024-06,beef_culled_dairy,3671,円/10kg
2024-06,beef_female_wagyu,14520,円/10kg
2024-06,beef_holstein_fattened_male,6476,円/10kg
2024-06,beef_steer_wagyu_young,15820,円/10kg
2024-06,calf_cross,169700,円/頭
2024-06,calf_fattening_crossbred,309100,円/頭
2024-06,calf_fattening_holstein_male,181800,円/頭
2024-06,calf_holstein_female,222700,円/頭
2024-06,calf_holstein_male,120400,円/頭
2024-06,milk,1228,円/10kg
2024-06,wagyu_calf_female,441900,円/頭
2024-06,wagyu_calf_male,557400,円/頭
2024-07,adult_beef_cow,436000,円/頭
2024-07,adult_dairy_cow,443800,円/頭
2024-07,beef_crossbred_fattened,10240,円/10kg
2024-07,beef_culled_dairy,3699,円/10kg
2024-07,beef_female_wagyu,14620,円/10kg
2024-07,beef_holstein_fattened_male,6806,円/10kg
2024-07,beef_steer_wagyu_young,15670,円/10kg
2024-07,calf_cross,161100,円/頭
2024-07,calf_fattening_crossbred,314700,円/頭
2024-07,calf_fattening_holstein_male,193700,円/頭
2024-07,calf_holstein_female,200800,円/頭
2024-07,calf_holstein_male,79070,円/頭
2024-07,milk,1227,円/10kg
2024-07,wagyu_calf_female,435300,円/頭
2024-07,wagyu_calf_male,541800,円/頭
2024-08,adult_beef_cow,471300,円/頭
2024-08,adult_dairy_cow,419600,円/頭
2024-08,beef_crossbred_fattened,10450,円/10kg
2024-08,beef_culled_dairy,3610,円/10kg
2024-08,beef_female_wagyu,14580,円/10kg
2024-08,beef_holstein_fattened_male,6876,円/10kg
2024-08,beef_steer_wagyu_young,15760,円/10kg
2024-08,calf_cross,99840,円/頭
2024-08,calf_fattening_crossbred,296400,円/頭
2024-08,calf_fattening_holstein_male,198700,円/頭
2024-08,calf_holstein_female,178300,円/頭
2024-08,calf_holstein_male,24850,円/頭
2024-08,milk,1220,円/10kg
2024-08,wagyu_calf_female,431400,円/頭
2024-08,wagyu_calf_male,546100,円/頭
2024-09,adult_beef_cow,539700,円/頭
2024-09,adult_dairy_cow,432000,円/頭
2024-09,beef_crossbred_fattened,10560,円/10kg
2024-09,beef_culled_dairy,3627,円/10kg
2024-09,beef_female_wagyu,14280,円/10kg
2024-09,beef_holstein_fattened_male,6768,円/10kg
2024-09,beef_steer_wagyu_young,16200,円/10kg
2024-09,calf_cross,76120,円/頭
2024-09,calf_fattening_crossbred,289800,円/頭
2024-09,calf_fattening_holstein_male,193000,円/頭
2024-09,calf_holstein_female,158400,円/頭
2024-09,calf_holstein_male,16740,円/頭
2024-09,milk,1244,円/10kg
2024-09,wagyu_calf_female,426500,円/頭
2024-09,wagyu_calf_male,542700,円/頭
2024-10,adult_beef_cow,489600,円/頭
2024-10,adult_dairy_cow,442300,円/頭
2024-10,beef_crossbred_fattened,10310,円/10kg
2024-10,beef_culled_dairy,3541,円/10kg
2024-10,beef_female_wagyu,14490,円/10kg
2024-10,beef_holstein_fattened_male,6941,円/10kg
2024-10,beef_steer_wagyu_young,15830,円/10kg
2024-10,calf_cross,66310,円/頭
2024-10,calf_fattening_crossbred,309600,円/頭
2024-10,calf_fattening_holstein_male,191200,円/頭
2024-10,calf_holstein_female,319600,円/頭
2024-10,calf_holstein_male,13680,円/頭
2024-10,milk,1248,円/10kg
2024-10,wagyu_calf_female,422600,円/頭
2024-10,wagyu_calf_male,535200,円/頭
2024-11,adult_beef_cow,501800,円/頭
2024-11,adult_dairy_cow,498100,円/頭
2024-11,beef_crossbred_fattened,10490,円/10kg
2024-11,beef_culled_dairy,3477,円/10kg
2024-11,beef_female_wagyu,15310,円/10kg
2024-11,beef_holstein_fattened_male,7004,円/10kg
2024-11,beef_steer_wagyu_young,16750,円/10kg
2024-11,calf_cross,71800,円/頭
2024-11,calf_fattening_crossbred,339800,円/頭
2024-11,calf_fattening_holstein_male,194300,円/頭
2024-11,calf_holstein_female,158800,円/頭
2024-11,calf_holstein_male,14270,円/頭
2024-11,milk,1246,円/10kg
2024-11,wagyu_calf_female,449200,円/頭
2024-11,wagyu_calf_male,555700,円/頭
2024-12,adult_beef_cow,553400,円/頭
2024-12,adult_dairy_cow,599400,円/頭
2024-12,beef_crossbred_fattened,10960,円/10kg
2024-12,beef_culled_dairy,3530,円/10kg
2024-12,beef_female_wagyu,16350,円/10kg
2024-12,beef_holstein_fattened_male,7008,円/10kg
2024-12,beef_steer_wagyu_young,17170,円/10kg
2024-12,calf_cross,85330,円/頭
2024-12,calf_fattening_crossbred,367400,円/頭
2024-12,calf_fattening_holstein_male,194900,円/頭
2024-12,calf_holstein_female,172900,円/頭
2024-12,calf_holstein_male,18710,円/頭
2024-12,milk,1222,円/10kg
2024-12,wagyu_calf_female,476300,円/頭
2024-12,wagyu_calf_male,588800,円/頭
